axis    vel     acc 	dec 	jerk    kp	kd	ki	kvff    kaff	kout	il	ol	bias	error limit
pan     300.0	300.0	300.0	0.0     400	400	50	0	0	65535	1000	32767	0	150
tilt    300.0   300.0   300.0   0.0     400	400	50	0	0	65535	1000	32767	0	100
# entries	# rates	rates	description
15791	1 10	Berkeley
100.89	10.1	-1.05
99.91	9.79	-1.34
99.91	9.83	-1.8
98.98	10.05	-2
98.87	10.07	-1.94
99.08	10.03	-1.67
99.08	9.9	-1.41
98.41	9.53	-1.04
98.41	9.17	-0.88
97.77	8.87	-0.99
96.86	8.72	-1.35
96.86	9.08	-1.49
95.64	9.23	-1.52
95.64	9.24	-1.62
94.94	9.37	-1.67
95.7	9.69	-1.55
95.71	9.77	-1.26
95.71	9.68	-0.94
95.54	9.6	-0.85
94.48	9.55	-1.02
94.48	9.7	-1.18
95.79	10.1	-1.19
95.79	10.48	-1.25
95.79	10.39	-1.17
95.79	10.61	-1.04
95.79	10.93	-0.81
95.79	11.11	-0.36
94.86	10.91	-0.09
93.26	10.79	0
93.26	10.82	-0.16
93.27	11.06	-0.28
93.09	11.62	-0.41
93.09	12.12	-0.35
94.37	12.19	-0.38
94.37	12.13	-0.28
96.07	11.8	-0.12
98.14	11.67	0.17
98.14	11.8	0.61
98.56	11.61	1.02
97.94	11.3	1.25
97.94	11.04	1.44
97.7	11.17	1.38
97.7	11.55	1.18
98.02	11.99	1.05
98.67	12.25	1.14
98.67	11.88	1.31
99.58	11.63	1.3
102.4	11.66	1.15
102.4	11.5	1.21
104.16	11.09	1.61
104.16	10.77	1.9
104.16	10.4	2
104.16	10.2	2.05
104.25	9.96	2.11
104.11	9.95	2.35
104.11	10.13	2.45
103.78	10.29	2.49
103.91	10.38	2.34
103.91	10.85	2.21
103.83	11.01	2.25
104.07	11.05	2.41
104.07	10.77	2.45
103.08	10.58	2.27
103.32	10.66	2.15
103.32	10.94	2.15
102.88	10.93	2.22
102.84	10.96	1.91
102.84	10.67	1.7
102.54	10.38	1.54
102.18	10.31	1.47
102.18	10.2	1.45
102.53	10.36	1.34
102.53	10.54	1.2
102.68	10.87	1.33
102.47	10.95	1.57
102.47	10.92	1.63
101.79	10.71	1.46
101.79	10.65	1.39
101.79	10.92	1.34
101.79	11.39	1.37
102.63	11.67	1.5
102.63	11.82	1.57
101.77	11.88	1.63
101.77	11.63	1.51
100.36	11.43	1.21
99.66	11.63	0.73
99.57	11.67	0.49
99.57	11.57	0.49
100.83	11.42	0.55
100.83	11.38	0.82
101.17	11.34	1.07
100.92	11.4	1.39
100.92	11.11	1.7
99.03	11.12	1.53
99.03	10.9	1.3
98.15	11.1	1.19
97.71	11.61	1.12
97.71	11.96	0.94
98.32	12.26	0.58
98.94	12.47	0.49
98.94	12.36	0.64
99.4	12.6	0.96
99.4	12.62	1.12
99.37	13.02	0.95
99.37	13.2	0.76
99.37	13.4	0.73
99.37	13.54	0.96
98.22	13.7	1.17
97.49	13.82	1.16
97.12	13.96	0.81
97.12	14.1	0.3
98.01	14.73	-0.08
98.01	15.21	0.02
99.81	15.41	0.39
100.7	15.15	0.59
100.7	14.99	0.84
100.93	14.77	1.35
100.93	14.54	1.54
99.54	14.16	1.35
98.44	14.04	1.17
98.44	14.35	0.97
97.63	14.92	0.67
97.63	15.23	0.54
97.97	15.05	0.53
99.82	15	0.22
99.82	14.82	-0.26
103.55	14.62	-0.33
103.55	14.41	-0.2
106.22	14.05	0.2
107.82	13.61	0.51
107.82	13.52	0.65
107.82	13.18	0.6
107.82	13.16	0.72
107.82	13.54	0.81
107.51	13.55	0.97
107.51	13.11	1.01
106.34	12.54	0.89
104.83	12.07	0.59
104.83	11.79	0.34
104.89	12.07	0
104.89	12.75	-0.47
106.19	13.14	-0.82
109.21	13	-1.03
109.21	12.76	-0.91
113.73	12.33	-0.68
113.73	12.18	-0.25
116.89	12.46	-0.6
116.89	12.95	-1.48
116.29	13.29	-1.83
116.29	13.16	-1.78
114.97	12.8	-1.42
114.97	12.09	-1.27
112.67	11.54	-1.99
112.67	11.35	-2.89
110	11.61	-3.84
110	11.79	-4.81
109.41	11.72	-5.44
109.41	11.2	-5.83
109.41	10.73	-6.23
109.41	10.36	-6.77
107.54	9.74	-7.54
105.24	9.06	-8.53
105.24	8.88	-9.16
105.24	8.96	-9.47
100.33	8.62	-9.46
100.33	8.39	-9.66
96.19	7.73	-10.05
90.64	6.86	-10.58
90.64	6.42	-11.13
86.46	6.46	-11.66
86.46	6.62	-12.49
82.12	6.77	-13.09
82.12	6.89	-13.4
79.36	7.18	-13.7
79.36	7.63	-13.93
76.98	7.98	-14.03
73.52	7.86	-14.34
73.52	7.57	-15.09
70.08	7.84	-15.98
68.14	8.6	-16.57
68.14	9.78	-16.97
64.11	11.2	-17.31
64.11	12.32	-17.9
64.11	13.24	-18.58
61.57	14.25	-18.99
61.57	15.4	-19.24
61.57	16.53	-19.32
61.57	17.73	-19.28
58.67	18.72	-19.34
58.67	19.33	-19.48
56.16	20.25	-19.55
56.16	21.43	-19.57
56.16	22.61	-19.43
51.25	23.78	-19.43
51.25	24.87	-19.66
48.4	25.64	-19.8
48.86	26.19	-19.91
48.86	26.3	-20
46.72	26.6	-20.1
46.72	27.06	-20.27
47.24	27.69	-20.27
47.24	28.32	-20.18
47.62	28.75	-20.04
47.62	28.82	-20
47.62	28.67	-19.97
47.87	28.52	-20.13
48.86	28.48	-20.19
48.86	28.75	-20.04
49.16	28.75	-19.85
49.16	28.71	-19.86
49.26	28.32	-19.81
49.26	27.6	-19.43
49.26	26.81	-19.32
49.26	25.88	-19.4
49.26	25.45	-19.46
44.72	25.42	-19.61
44.72	25.34	-19.76
41.59	25.25	-19.84
41.59	24.68	-19.93
38.3	24.01	-20.19
37.08	23.53	-20.34
37.08	23.18	-20.33
36.41	22.98	-20.09
36.41	22.75	-20.03
35.24	22.69	-19.81
33.1	22.47	-19.41
33.1	21.81	-19.28
30.82	21.26	-19.63
30.82	20.94	-20.02
27.63	20.65	-20.12
27.63	20.29	-20.18
23.86	19.89	-20.32
23.86	19.24	-20.74
20.11	18.67	-21.04
20.11	18.46	-21.01
17.37	18.41	-21.13
17.37	18.28	-21.25
16.91	18.44	-21.45
16.91	18.6	-21.92
16.91	18.35	-22.1
16.91	17.71	-21.66
17.04	17.22	-21.21
17.04	16.93	-20.99
17.04	16.54	-20.75
14.53	16.42	-20.51
14.53	16.27	-20.17
10	16.06	-19.86
5.64	16.02	-19.55
5.64	16.08	-19.16
2.77	15.74	-18.63
2.77	15.63	-18.23
-0.55	15.42	-18.14
-0.55	14.97	-18.06
-2.55	14.55	-17.95
-2.55	14.08	-17.56
-4.93	13.79	-16.89
-4.93	13.36	-16.17
-9.59	12.54	-15.48
-9.59	11.92	-15.01
-11.41	11.42	-14.66
-11.41	11.3	-14.33
-12.26	11.04	-13.71
-12.26	10.83	-13.37
-13.77	10.11	-13.08
-13.77	9.02	-12.3
-14.89	7.87	-11.16
-14.89	6.65	-10.08
-14.89	5.11	-9.23
-23.19	3.8	-8.75
-23.19	3.17	-8.14
-27.91	2.73	-7.78
-27.91	2.36	-7.64
-31.37	1.7	-7.86
-31.37	0.7	-7.99
-31.84	0.22	-7.96
-31.87	-0.05	-7.62
-31.87	0.14	-7.14
-29.9	0.22	-6.66
-26.22	0.03	-6.3
-26.22	-0.07	-5.88
-23.36	0.01	-5.18
-23.36	-0.14	-4.43
-20.68	-0.25	-3.84
-20.68	-0.23	-3.4
-18.23	0	-2.67
-17.12	-0.04	-1.81
-17.12	0.06	-0.92
-16.04	0.3	-0.08
-16.04	0.7	0.5
-13.3	1.26	0.87
-10.79	1.71	1.21
-10.79	1.82	1.62
-10.79	2.05	2.08
-10.79	2.17	2.62
-10.79	2.14	3.21
-10.79	2.03	3.59
-4.61	2.43	3.98
-2.43	3.33	4.3
-2.43	4.19	4.74
-0.39	4.87	5.28
0.47	5.09	5.83
0.47	4.95	6.32
2.33	4.9	6.96
2.33	5.21	7.54
2.77	5.71	7.92
2.77	6.33	8.05
2.91	6.79	8.07
3.41	6.97	8.28
3.41	6.81	8.52
3.46	6.9	8.56
4.54	7.14	8.44
4.54	7.68	8.26
4.54	8.58	8.06
8.76	9.61	8.04
8.76	10.46	7.91
12.45	11.12	7.85
16.54	11.8	8.02
16.54	11.92	8.5
16.54	11.46	8.67
16.54	11.56	9
21.51	11.44	9.3
21.51	11.45	9.53
21.51	12.26	9.24
21.39	12.65	8.38
22.91	12.34	7.81
23.58	12.33	7.32
23.58	12.43	7
25.93	12.66	6.94
25.93	12.94	6.96
29.45	13.83	7.23
29.45	14.42	7.65
31.42	14.27	7.99
31.42	13.87	8.14
32.47	13.64	8.18
32.47	13.61	8.07
30.86	13.88	7.78
30.86	14.33	7.43
29.53	14.67	7.03
29.53	14.75	6.46
28.41	14.44	5.96
29.33	14.24	5.63
29.33	14.19	5.41
29.33	14.37	5.18
31.26	14.35	4.94
31.26	14.38	4.7
31.26	14.17	4.39
31.26	13.89	4.17
31.26	13.59	3.82
34.18	13.17	3.34
34.18	12.93	2.81
35.31	12.46	2.13
36.61	12.16	1.55
36.61	12.15	1.25
37.24	11.98	0.93
37.24	11.61	0.51
39.56	11.15	0.28
41.61	10.56	0.07
41.61	10.11	-0.2
43	9.47	-0.53
43	9.2	-0.78
43.55	8.76	-1.15
43.35	8.13	-1.67
43.35	7.58	-2.26
43.03	7.13	-2.57
43.03	6.53	-2.83
42.58	6.04	-3.09
42.58	5.53	-3.37
42.3	5.21	-3.68
42.82	4.96	-4.05
42.82	4.84	-4.55
43.22	4.54	-4.73
43.22	4.05	-4.71
43.22	3.45	-4.66
43.22	3.02	-4.86
37.61	2.68	-5.15
37.61	2.49	-5.32
35.31	2.19	-5.42
33.51	2.4	-6.02
33.51	2.86	-6.6
33.15	3.28	-6.66
33.15	3.11	-6.52
31.71	2.43	-6.43
31.71	1.88	-6.33
30.36	1.57	-6.37
28.64	1.48	-6.58
28.64	1.91	-6.98
26.88	2.53	-7.01
26.88	3.04	-7
24.17	3.28	-7.16
22.26	3.57	-7.48
22.26	3.81	-7.44
19.67	4.43	-7.48
19.67	4.76	-7.79
16.83	5.33	-8.07
16.83	5.97	-8.35
15.72	6.8	-8.55
15.72	7.46	-8.61
15.47	7.82	-8.69
15.47	8.36	-8.66
15.47	8.87	-8.6
15.47	9.42	-8.58
15.47	10.25	-8.61
17.35	11.06	-8.55
17.57	11.56	-8.26
17.57	11.94	-7.83
16.75	12.09	-7.64
16.75	12.22	-7.65
17.55	12.92	-7.74
17.55	13.58	-7.6
17.79	13.99	-7.1
17.79	14.18	-6.65
16.84	14.03	-6.46
16.84	13.79	-6.21
16.95	13.41	-6.2
16.95	13.4	-6.06
16.79	13.52	-5.81
16.79	13.6	-5.59
15.87	13.5	-5.53
15.87	13.16	-5.69
16.1	12.86	-5.84
16.1	12.93	-5.89
16.57	12.88	-5.99
16.93	12.77	-5.96
16.93	12.47	-5.82
16.93	12.07	-5.79
16.93	11.8	-5.74
16.93	11.55	-5.71
16.93	11.24	-5.53
16.11	10.72	-5.45
15.69	9.89	-5.28
15.69	9.35	-5.39
15.6	9.28	-5.66
15.6	9.14	-5.66
15.6	8.9	-5.62
13.55	8.39	-5.72
14.25	7.85	-5.96
14.25	7.36	-6.01
14.48	7.32	-5.87
14.48	7.15	-5.68
13.07	7.32	-5.74
13.07	7.37	-5.69
12.37	7.29	-5.88
12.37	7.29	-6
12.62	7.42	-6.04
12.62	7.19	-5.8
11.74	6.71	-5.46
12.09	6.39	-5.51
12.09	6.4	-5.53
12.35	6.66	-5.15
12.35	6.73	-4.77
11.31	6.83	-4.15
11.31	6.54	-3.74
8.63	5.72	-3.67
8.63	5.53	-3.41
8.63	5.58	-3.13
8.63	5.86	-3.25
4.92	6.35	-3.56
4.92	6.91	-3.75
5.18	7.2	-3.76
5.18	7.25	-3.52
5.58	7.47	-3.33
5.58	7.65	-3.43
8.22	7.8	-3.54
8.22	7.87	-3.22
10.01	7.89	-2.62
10.01	7.95	-2.11
11.3	7.92	-1.67
11.3	8.49	-1.04
11.37	9.15	-0.36
7.78	9	0.17
7.78	8.79	0.2
4.31	8.59	-0.16
4.31	8.84	-0.22
2.5	9.3	-0.02
2.5	9.42	-0.03
2.79	9.27	-0.01
2.79	9.21	0.05
4.72	9.61	-0.16
4.72	9.81	-0.21
7.87	9.45	-0.28
7.87	9.54	-0.23
7.87	10.11	0.28
7.87	10.27	0.82
7.72	10.22	1.17
7.72	9.96	1.69
6.39	9.93	2.12
6.39	9.91	2.41
4.77	9.3	2.42
4.77	8.8	2.34
4.37	8.87	2.02
4.37	9.02	1.51
7.2	9.07	1.11
7.2	9.07	0.75
11.84	8.69	0.76
11.84	8.29	0.94
14.02	8.14	0.75
14.02	8.25	0.55
17.37	8.44	1.07
17.37	8.51	1.32
18.92	8.33	1.28
20.98	7.85	1.61
20.98	7.38	2.08
21.62	6.79	2.38
23.54	6.27	2.41
23.54	6.54	2.49
24.56	6.85	2.45
24.56	7.29	2.19
24.56	8.11	2.39
24.56	8	2.98
24.56	7.32	3.56
23.87	6.64	3.82
23.87	6.34	3.73
21.16	6.71	3.54
21.16	7.29	4.01
16.77	7.47	4.26
16.77	7.03	4.15
14.59	6.66	3.98
12.35	6.43	3.8
12.35	5.65	3.31
11.29	4.93	2.84
11.29	5.11	2.48
10.71	6.05	1.95
10.71	7.08	1.46
12.22	8.04	1.39
12.22	8.7	1.37
14.76	8.85	1.16
14.76	9.1	1.23
17.57	9.42	1.32
17.57	9.97	1.46
17.87	10.52	1.56
17.87	10.5	1.55
18.35	10.71	1.31
18.35	11.29	0.91
19.46	12.11	0.53
19.46	12.86	0.43
19.46	13.03	0.59
19.46	12.77	0.7
19.16	12.45	0.8
19.16	12.24	0.76
19.37	12.19	0.67
19.37	12.12	0.88
19.66	12.16	1.02
19.66	12.39	1.22
20.01	12.43	1.74
17.65	11.82	2.2
17.65	10.48	2.13
15.14	9.8	1.74
15.14	9.54	1.38
12.64	9.39	0.99
11.09	9.31	0.69
11.09	9.45	0.28
11.38	9.47	-0.23
11.38	9.31	-0.45
13.8	8.55	-0.09
13.8	7.47	0.42
12.7	6.64	0.94
12.7	6.09	1.02
11.59	5.7	0.31
11.59	5.48	-0.14
12.16	5.43	-0.47
12.06	5.47	-0.64
12.06	5.76	-0.94
12.06	6.23	-1.32
12.06	7.12	-1.39
12.06	7.67	-1.03
12.06	7.82	-0.5
23.27	7.51	-0.2
23.27	7.22	-0.07
25.26	7.36	0
25.36	7.85	0.17
25.72	8.5	-0.36
25.72	8.74	-0.37
24.8	9.13	0.32
24.8	9.39	0.87
19.14	9.37	0.76
15.08	9.67	0.42
15.08	10.32	-0.08
11.22	11.24	-0.63
11.22	11.85	-0.83
7.47	11.89	-0.98
7.47	12.1	-1.43
6.28	12.76	-2.05
6.28	13.09	-2.37
8.37	13.1	-2.44
8.37	13.2	-2.16
9.57	13.63	-1.93
9.57	14.38	-1.29
10.22	14.02	-0.66
10.22	13.04	-0.12
10.22	12.19	0
10.22	12.38	-0.03
7.87	12.92	0.03
7.87	13.34	0.11
6.41	13.18	-0.09
6.41	12.77	-0.37
9.05	12.51	-0.7
9.05	12.37	-0.81
11.99	12.86	-0.64
13.52	13.55	-0.37
13.52	14.29	-0.12
14.15	14.71	0.12
14.15	14.63	0.26
13.76	14.82	-0.58
13.76	14.63	-1.36
15.14	14.3	-1.52
15.14	13.75	-1.26
12.62	13.34	-0.58
12.62	12.86	-0.02
9.76	11.78	0.11
9.76	10.98	0.16
7.47	10.68	0
7.47	10.56	-0.71
6.08	10.98	-1.18
6.08	11.63	-1.34
3.77	11.82	-1.61
3.77	11.91	-2.03
3.77	12.13	-2.22
3.77	12.06	-2.15
3.77	11.46	-2.15
10.35	10.84	-2.24
10.35	9.91	-2.43
14.16	9.83	-2.63
14.16	10.15	-2.28
13.87	10.2	-1.69
13.87	10.01	-1.61
14.42	9.46	-1.9
15.4	8.98	-2.22
15.4	8.79	-2.19
17.01	8.91	-2.08
17.01	8.79	-1.91
19.22	8.74	-1.89
19.22	8.39	-1.9
21.56	8.26	-1.89
21.56	7.93	-1.87
20.59	7.92	-1.77
20.59	8.44	-1.74
19.94	8.7	-1.79
19.94	8.39	-1.73
18.4	7.82	-1.58
18.4	7.33	-1.43
17.1	7.23	-1.45
17.1	6.82	-1.32
14.11	6.62	-1.44
14.11	6.48	-1.85
14.11	6.58	-2.06
14.11	6.47	-2.34
10.04	6.05	-2.27
10.04	5.55	-2.37
9.14	5.26	-2.32
9.14	4.91	-2.17
7.69	4.33	-1.89
7.69	3.63	-1.85
5.57	2.94	-2.04
4.74	2.82	-2.06
4.74	2.75	-1.98
3.22	2.42	-2.14
3.22	2.01	-2.36
4.54	1.79	-2.49
6.93	1.51	-2.62
6.93	1.01	-2.58
10.23	0.15	-2.39
10.23	-0.29	-2.41
13.52	-0.24	-2.02
13.52	-0.01	-1.36
13.66	0.77	-0.98
13.66	1.35	-0.85
14.12	1.6	-0.46
14.12	1.42	-0.33
12.78	1.19	-0.11
12.72	1.25	0.05
12.72	1.53	0.46
12.72	1.49	0.77
12.72	1.59	1.2
12.72	1.56	1.67
12.72	1.67	1.99
7.04	1.91	1.75
7.04	2.41	1.7
5.26	2.62	1.64
2.92	2.83	1.54
2.13	2.84	1.57
2.13	3.07	1.37
2.66	3.3	1.19
2.66	3.36	1.26
2.66	3.69	1.53
3.67	3.88	1.91
4.82	4.51	2.06
4.82	5.28	2.46
5.47	5.65	2.7
5.47	5.84	2.91
5.64	6.07	2.86
5.67	6.2	2.69
5.67	6.19	2.94
5.67	6.46	3.22
4.27	6.61	3.52
4.27	6.72	3.67
2.84	6.86	3.55
3.68	7.11	3.25
3.68	7.41	2.98
3.68	7.78	3.13
3.68	8.14	3.47
6.38	8.35	3.95
6.38	8.48	4.22
6.38	8.55	4.8
6.51	8.58	5.77
3.03	8.28	6.39
3.03	7.97	6.19
2.93	8	5.36
2.93	8.41	5.1
5.03	8.3	5.34
5.03	7.95	5.43
5.7	7.77	5.48
8.4	7.72	5.42
8.4	8.27	5.16
8.4	8.6	4.99
13.62	8.26	5.46
15.19	7.85	6.09
15.19	6.99	6.39
16.48	6.64	6.19
16.48	7.12	5.92
19.78	7.87	5.74
19.78	8.56	5.89
21.52	9.2	6.2
21.52	9.76	6.55
23.52	10.07	6.83
23.52	9.96	6.91
23.52	10.03	6.96
23.52	9.87	7.17
23.52	9.84	7.03
24	9.9	7.44
24	10.05	8.07
19.69	9.9	8.05
19.69	9.05	7.51
19.1	8.95	7.05
19.1	9.56	6.68
19.28	10.37	6.33
19.28	10.97	6.17
20.65	11	6.07
22.89	10.81	5.9
22.89	10.35	5.81
24.62	9.97	5.73
24.62	9.98	5.3
27.73	9.95	4.96
27.73	10.41	4.71
29.54	10.48	4.89
29.54	10.07	4.68
31.14	9.38	4.46
31.14	9.44	4.39
31.55	9.8	4.19
31.55	9.99	4.09
30.46	9.7	3.89
30.46	9.32	3.64
30.89	8.8	3.42
30.89	8.42	3.24
30.89	8.44	3.12
30.89	8.59	3.22
31.62	8.58	3.29
31.62	8.25	3.3
32.5	7.77	3.17
32.82	8.12	2.69
32.82	8.13	2.68
32.54	8.28	3.03
32.54	8.16	3.29
29.84	7.49	3.02
29.84	6.75	2.45
27.66	6.59	2.11
25.96	7.02	1.68
25.96	7.34	1.34
25.14	7.78	0.87
25.14	8.36	0.85
25.84	8.25	0.68
25.84	7.89	0.38
26.93	7.37	0.19
26.93	7.48	0.31
24.85	7.64	0.32
24.85	7.9	0.23
23.12	8.26	-0.06
23.12	8.55	0.02
21.44	8.38	0.21
21.44	8.4	0.25
21.44	8.04	0.27
21.44	7.69	-0.08
21.44	7.78	-0.85
21.44	7.6	-1.3
20.26	7.73	-1.64
20.26	7.86	-1.37
22.94	7.66	-0.98
25.29	7.2	-0.96
25.29	6.88	-0.64
27.87	6.66	-0.24
27.74	6.41	0.16
27.74	5.98	0.41
25.91	6.08	0.12
25.91	6.44	-0.53
26.66	6.64	-0.51
26.66	6.71	-0.24
24.74	6.56	-0.28
24.74	6.53	-0.51
24.6	6.59	-0.2
24.6	6.56	0.08
23.36	6.45	0.01
23.36	6.38	-0.17
22.87	6.54	0.23
22.87	6.46	0.56
16.17	6.39	0.2
14.2	6.57	-0.08
14.2	6.6	-0.19
14.2	6.67	-0.14
14.2	6.84	-0.27
10.61	7.05	-0.48
10.61	7.38	-0.52
12.68	7.69	-0.47
12.68	8.01	-0.51
15.71	8.2	-0.39
17.13	8.03	-0.07
17.13	8.01	0.25
16.43	7.96	0.67
16.43	7.77	0.86
14.33	7.36	0.87
14.33	6.82	0.71
12.72	6.77	0.5
12.72	6.84	0.41
12.18	7.05	0.34
12.18	7.45	0.29
12.42	7.45	0.29
12.42	7.54	0.33
13.36	7.97	0.26
13.36	8	0.3
13.36	7.73	0.42
14.24	7.82	0.56
14.24	7.94	0.69
14.87	7.88	0.93
14.87	8.01	0.96
14.28	8.39	1.04
14.28	8.79	1.05
14.28	9.32	1.01
14.28	9.62	0.92
14.28	9.62	0.84
14.97	9.3	0.77
14.97	9.43	0.56
16.33	9.69	0.48
17.48	9.89	0.43
17.48	9.9	0.49
17.48	9.8	0.62
18.32	9.97	1.19
18.32	9.98	1.71
14.76	9.65	1.89
12.62	9.47	1.9
12.62	9.02	1.96
8.66	8.73	1.89
8.66	8.63	1.91
5.26	8.65	1.78
5.26	8.69	1.65
4.37	8.48	1.41
4.37	8.14	1.22
6.54	8.04	1.07
6.54	7.95	1.04
9.31	8.01	0.99
13.03	8.12	1.04
13.03	8.21	1.31
16.37	8.41	1.56
16.37	8.31	1.94
16.37	7.81	2.29
16.37	7.57	2.41
16.37	7.65	2.51
18.5	8.27	2.6
18.5	9.01	2.56
18.25	9.41	2.58
18.14	9.61	2.76
18.14	9.55	2.86
18.3	9.53	3.08
18.3	9.42	3.22
17.93	9.31	3.34
17.93	9.47	3.27
16.79	9.49	3.12
16.79	9.52	2.95
16.19	9.73	2.66
16.19	9.95	2.43
17.6	10.18	2.36
17.6	10.25	2.42
18.71	10.2	2.48
18.71	9.85	2.7
19.69	9.64	2.85
19.69	9.37	2.82
19.71	9.44	2.84
19.71	9.55	2.56
19.14	9.63	2.35
19.14	9.42	2.49
18.04	9.22	2.4
18.04	9.15	2.2
18.04	8.71	2.21
18.04	8.16	2.33
18.04	7.98	2.46
15.16	7.75	2.38
15.16	7.49	2.32
14.24	7.37	2.19
13.87	7.26	2.1
13.87	7.04	1.86
13.57	7.02	1.88
13.57	6.82	1.76
13.31	6.68	1.63
12.34	6.42	1.62
12.34	6.44	1.68
12.34	6.57	1.32
13.96	6.9	1.02
15.76	6.83	0.67
15.76	6.75	0.36
18.39	6.85	0.62
18.39	7.02	0.74
20.45	7.2	0.85
20.45	7.3	1.14
21.53	7	1.71
20.16	6.73	1.98
20.16	6.45	1.9
20.16	6.81	1.7
18.6	7.31	1.3
18.6	7.83	0.98
18.6	7.9	0.9
18.6	7.92	0.69
18.75	8	0.75
19.84	7.84	0.77
19.84	7.78	0.7
20.31	8.08	0.51
21.64	8.27	0.5
21.64	7.98	0.51
22.33	7.8	0.58
22.33	8	0.52
22.28	8.13	0.47
22.09	8.1	0.67
22.09	8.12	0.71
20.61	8.26	0.73
20.61	8.22	0.7
19.18	8.03	0.42
19.18	8.05	0.3
17.49	8.07	0.09
17.49	8.03	-0.16
17.34	8.13	-0.58
17.34	8.64	-1.01
17.41	9.31	-1.24
17.41	9.54	-1.2
18.64	9.69	-0.81
18.64	9.35	-0.28
16.61	8.57	0.05
16.61	7.83	0.05
16.61	7.66	-0.29
16.61	8.26	-0.7
16.61	8.86	-1.17
16.61	8.72	-1.3
12.12	8.73	-1.19
12.12	8.78	-1.05
12.08	8.81	-1.15
13.02	9.04	-1.53
13.02	9.39	-1.61
16.99	9.89	-1.33
16.99	9.55	-0.7
15.47	8.84	-0.13
15.47	7.97	0.05
13.63	7.48	-0.18
13.63	7.38	-0.35
10.1	7.41	-0.48
10.1	7.44	-0.56
6.93	7.66	-0.68
5.35	7.9	-0.81
5.35	8	-0.84
5.35	7.55	-0.91
5.98	7.22	-1.02
5.98	6.56	-0.96
7.77	6.45	-0.84
9.6	6.72	-0.83
9.6	6.98	-0.76
9.6	7.43	-0.71
9.6	7.13	-0.51
9.6	6.31	-0.48
16.24	6.05	-0.59
16.24	6.31	-0.34
18.55	6.87	-0.33
18.55	7.01	-0.18
19.37	6.82	0.01
19.25	7.04	0.14
19.25	6.88	0.5
18.18	6.92	0.74
18.18	7.39	0.89
17.65	7.84	0.84
17.65	8.37	0.94
18.15	9.04	1.08
18.15	9.22	1.17
17.46	8.86	1.32
17.46	8.65	1.57
16.47	8.33	1.89
14.5	8.12	1.91
14.5	8.08	1.79
13.62	8.71	1.38
13.62	8.59	1.21
13.62	8.48	0.96
14.03	8.74	0.98
13.98	8.8	1.3
13.98	8.41	1.67
13.98	8.1	1.72
13.98	7.81	1.49
13.98	7.53	1.45
13.98	7.38	1.56
14.33	7.41	1.54
12.85	7.43	1.49
12.85	7.3	1.33
12.85	6.94	1.22
11.46	6.58	1.35
11.46	6.45	1.19
12.45	6.17	1.13
12.45	5.84	1.08
13.67	5.52	1.33
13.67	5.09	1.44
14.46	4.44	1.55
14.46	4.12	1.51
13.27	4.03	1.57
13.27	4.32	1.41
13.45	4.08	1.24
13.13	3.83	1.22
13.13	3.8	1.58
12.54	4.02	1.6
12.54	4.04	1.67
12.34	3.87	1.73
12.34	3.79	1.92
12.59	3.81	2.15
12.59	4.02	2.11
12.59	4.28	2.08
12.59	4.21	1.98
14.08	4.3	1.92
14.08	4.41	2.13
14.73	4.31	2.24
14.73	4.21	2.39
14.61	3.9	2.56
14.26	3.32	2.61
14.09	3.11	2.54
14.09	3.17	2.39
13.99	3.3	2.41
13.99	3.48	2.36
14.24	3.5	2.12
14.24	3.57	1.83
15.19	3.62	1.76
15.19	3.47	2
16.4	3.57	2.11
17.32	3.45	2.28
17.32	3.66	2.36
18.31	4.04	2.2
18.31	4.48	2.16
18.57	4.61	2.24
18.57	4.34	2.39
18.22	4.16	2.45
18.22	4.27	2.31
18.12	4.49	2.31
18.12	4.82	2.4
18.12	5.24	2.53
18.12	5.5	2.6
18.12	5.42	2.63
17.36	5.33	2.71
17.36	5.54	2.8
16.92	5.76	2.67
16.92	6.06	2.53
17.32	6.13	2.28
17.33	6.37	2.16
17.33	6.59	2.26
17.51	6.81	2.24
17.51	7.03	2.3
18.2	7.41	2.4
18.2	7.56	2.43
17.39	7.33	2.41
17.39	7.27	2.04
17.65	7.73	1.75
17.65	8.26	1.69
17.76	8.61	1.89
16.27	8.77	2.27
16.27	8.55	2.47
14.93	8.33	2.2
14.93	8.05	2.02
14.93	8.04	1.73
15.34	8.38	1.34
17.33	8.8	0.98
17.33	8.97	0.82
17.33	8.85	1.08
17.33	8.9	1.67
17.33	8.68	2.24
19.35	8.12	2.51
19.35	7.61	2.6
17.57	7.65	2.08
17.57	8.16	1.35
17.1	8.72	0.89
16.72	8.76	0.59
16.72	8.35	0.45
16.78	7.96	0.22
16.78	7.83	-0.1
20.25	8.03	-0.16
22.77	8.39	0.2
22.77	8.34	0.77
22.77	7.9	1.13
23.3	7.34	1.27
23.3	6.83	1.23
22.59	6.57	1.01
20.69	6.63	0.8
20.69	6.97	0.53
18.12	7.15	0.27
18.12	7.14	0
17.36	7.37	-0.25
18.28	7.86	-0.47
18.28	7.92	-0.45
18.28	7.84	-0.35
18.28	7.59	-0.22
18.28	7.63	-0.06
18.28	7.69	0.01
18.28	8.11	0.23
18.28	8.29	0.28
21	8.63	0.3
21	8.52	0.42
19	8.32	0.4
19	8.5	0.2
16.74	8.7	0.02
